序号,文献标题,摘要（前100字符）,处理时间,model_returned,response_id,latency_s,分类结果,分类理由,软件使用情况,应用领域,应用场景
10,Automated Orientation and Registration of Cone-Beam Computed Tomography Scans.,Automated clinical decision support systems rely on accurate analysis of three-dimensional (3D) medi,2026-09-10 20:30:14,deepseek-flash,8116a006-79d7-4b9d-8f47-fc897edee5ea,1.53,include,该研究属于口腔医学（正畸/颌面影像）范畴，明确使用非牙科专用3D软件3D Slicer进行CBCT图像的方向定位与配准，且为原创研究论文。,3D Slicer（开源医学影像平台），用于CBCT扫描的自动方向定位与配准,口腔颌面放射学/正畸（CBCT影像分析）,三维医学/牙科图像的标准化方向定位与配准，用于诊断、治疗规划及面部生长与正畸治疗效果的纵向评估
13,Convolutional mesh autoencoders for the 3-dimensional identification of FGFR-related craniosynostosis.,Clinical diagnosis of craniofacial anomalies requires expert knowledge. Recent studies have shown th,2026-09-10 20:30:14,deepseek-flash,d5ba4c6d-693e-4bff-af2c-9da94bc8f34f,1.33,unsure,该文献属于口腔颌面（颅面畸形）领域，涉及3D形态分析，但摘要未明确说明是否使用了非牙科专用3D软件（如3D Slicer、Mimics、Blender等），无法据此排除其可能性，需进入全文复核。,无,无,无
15,Effect of the presence of orthodontic brackets on intraoral scans.,OBJECTIVES: The need for intraoral scanning in the presence of brackets has increased for monitoring,2026-09-10 20:30:14,deepseek-flash,b615c64c-5970-465b-a5d9-57fee4ad87a7,1.15,unsure,该研究属于口腔正畸领域，涉及口内扫描及三维表面分析，但摘要未提及是否使用了非牙科专用3D软件（如用于叠加或分析的软件），信息不足，无法明确判断。,无,无,无
12,Identifying teeth and tooth fragments from digital 3D models.,Dental anatomy is an essential skill for human identification in forensic odontology. With the adven,2026-09-10 20:30:14,deepseek-flash,f0f8d30a-f1b5-49f0-a6a2-439292942050,1.53,unsure,该研究属于法医口腔学范畴，涉及3D扫描数字模型，但摘要未明确说明使用了何种3D软件，无法判断是否使用了非牙科专用3D软件，故需进入全文复核。,无,无,无
14,Virtual reconstruction of orbital defects using Gaussian process morphable models.,"PURPOSE: The conventional method to reconstruct the bone level for orbital defects, which is based o",2026-09-10 20:30:14,deepseek-flash,93ff4a32-64ba-4857-ad05-c275420e0835,1.48,include,该研究属于口腔颌面外科范畴，明确使用了非牙科专用3D软件Scalismo（基于高斯过程可变形模型的开源形状建模框架）进行眶部缺损的虚拟重建，文献类型为原创研究，符合纳入标准。,Scalismo（开源形状建模软件，用于构建高斯过程可变形模型GPMM，实现眶部缺损的自动化重建与患者特异性植入物设计）,口腔颌面外科（眶部缺损重建）,基于CT扫描的眶部骨缺损虚拟重建与患者特异性植入物设计
18,Root canal disinfection and maintenance of the remnant tooth tissues by using grape seed and cranberry extracts.,The purpose of this study was to perform an integrative review on the effects of cranberry and grape,2026-09-10 20:30:14,deepseek-flash,54877de5-4fb5-47ce-988d-85082cc469d7,0.57,exclude,摘要明确表明该研究为integrative review（综述），属于非原创研究类型，不符合纳入标准。,无,无,无
19,Role of Digital Technologies in Special Care Dentistry: A Scoping Review.,AIMS: This scoping review aims to explore the application of digital dentistry in special care denti,2026-09-10 20:30:14,deepseek-flash,5acb99c4-460e-47b2-9b45-e80598e90ca2,0.67,exclude,"标题和摘要明确表明这是一篇范围综述（scoping review），属于非原创研究类型，不符合纳入标准中""同行评审的原创研究论文、技术说明、病例报告""的要求。",无,无,无
23,Numerical Assessment Tool to Measure Realism in Clinical Simulation.,"Realism is indispensable in clinical simulation learning, and the objective of this work is to prese",2026-09-10 20:30:15,deepseek-flash,08850cca-3f65-4b45-9ce1-b9e0fd01983f,0.79,exclude,该文献主题为临床模拟教学中真实感的数值评估工具开发，与口腔医学无关，且未涉及任何3D软件在口腔医学中的应用。,无,无,无
20,Fusion of intra-oral scans in cone-beam computed tomography scans.,PURPOSE: The purpose of this study was to evaluate the clinical accuracy of the fusion of intra-oral,2026-09-10 20:30:15,deepseek-flash,b43f9936-ec16-48f8-bb7a-8fa7ec8d317c,1.04,exclude,摘要明确说明仅使用了IPS CaseDesigner®和OrthoAnalyzer™两款牙科专用软件进行融合，未使用任何非牙科专用3D软件。,无,无,无
17,Step-by-Step Implementation of Three-Dimensional Print Technology in Preoperative Neurosurgery Planning.,This study presents a detailed methodology for integrating three-dimensional (3D) printing technolog,2026-09-10 20:30:15,deepseek-flash,bf33d2dd-b5ab-40ea-9d4c-123800018601,1.53,exclude,该文献为神经外科术前规划研究，病例为骶骨肿瘤，与口腔医学无关，明确不符合PCC框架中的Population/Context标准。,无,无,无
16,3-dimensional analysis of hard- and soft-tissue symmetry in a Chinese population.,BACKGROUND: Facial symmetry severely affects appearance and function. Large numbers of patients seek,2026-09-10 20:30:15,deepseek-flash,8f3a3021-bb8d-44cc-b37c-83038c3b5017,1.94,unsure,该文献属于口腔正畸领域，涉及3D数字分析（CBCT与3dMD镜像配准），但摘要未明确说明所使用的具体3D软件名称，无法判断是否使用了非牙科专用3D软件，故需进入全文复核。,无,无,无
21,Fully Automated Tooth Segmentation and Labeling for Both Full- and Partial-Arch Intraoral Scans Using Deep Learning.,INTRODUCTION AND AIMS: Partial-arch intraoral scans (IOSs) are commonly used in clinical dentistry w,2026-09-10 20:30:15,deepseek-flash,f9ce9958-6bf1-49af-9c57-b116d95d5acc,1.14,unsure,该文献属于口腔医学范畴（牙科影像/数字化），涉及3D数据处理（口内扫描分割与标注），但摘要未明确说明是否使用了非牙科专用3D软件，无法据此排除或确认，需进入全文复核。,无,无,无
22,Automated detection and numbering of primary and permanent teeth in digital impressions of children using artificial intelligence.,OBJECTIVES: Considering the importance of distinguishing between primary and permanent teeth in chil,2026-09-10 20:30:15,deepseek-flash,596a5214-a9f5-46ee-9248-d611de899ecd,1.17,unsure,该文献属于口腔医学（儿童混合牙列数字化印模）范畴，但摘要未明确提及是否使用了非牙科专用3D软件，无法据此排除其使用通用3D软件的可能性，需进入全文复核。,无,无,无
24,Three-Dimensional Auricular Subunit Models for Cartilage Framework Fabrication: Our Preliminary Experience.,BACKGROUND: Three-dimensional (3D) digital imaging and printing techniques have been popularly appli,2026-09-10 20:30:15,deepseek-flash,08e32eeb-620a-446d-9952-81e15cb0c403,1.42,exclude,该文献主题为小耳症耳廓重建（耳廓软骨支架制作），属于整形外科/耳再造范畴，与口腔医学无关。,无,无,无
25,Automatic Segmentation of Dental Root Canal and Merging with Crown Shape.,"In this paper, machine learning approaches are proposed to support dental researchers and clinicians",2026-09-10 20:30:15,deepseek-flash,ed5b1dd1-7455-4da6-8ba8-d0f0fd59790b,1.09,unsure,该文献属于口腔医学领域（牙体牙髓、正畸、修复等），涉及牙根管与牙冠的3D分割与融合，但摘要未明确提及所使用的具体软件名称，无法判断是否使用了非牙科专用3D软件，故需进入全文复核。,无,无,无
26,A modified scan technique for multiple abutment teeth using the trim and lock function.,OBJECTIVES: To describe a new protocol for digital scanning of multiple abutment teeth using the tri,2026-09-10 20:30:16,deepseek-flash,7f0a6dbb-c667-41a1-a0eb-e543e6ef8157,1.32,unsure,"该文献属于口腔修复领域的原创技术说明，涉及数字化扫描软件的使用，但摘要仅提及""trim and lock software tools""和""scanning software""，未明确说明是否为非牙科专用3D软件，信息不足无法判断。",无,无,无
27,An Open Source Framework for Free Precise Digital Facial Analysis.,"In the dynamic landscape of digital healthcare and facial aesthetics, there is a rising demand for t",2026-09-10 20:30:16,deepseek-flash,330a7f95-d90b-44cc-8fca-437d5a8a47ad,1.31,include,该研究属于口腔颌面外科/面部美学范畴，明确使用了非牙科专用3D软件Blender进行面部三维重建与分析，文献类型为原创研究，符合纳入标准。,Blender®——用于面部摄影测量图像的三维重建及面部分析（选点、角度、测量）,口腔颌面外科（兼及面部美学、整形外科）,数字化面部分析、虚拟手术规划、面部美学评估与个性化治疗方案制定
29,Assessing the Volume of the Head of the Mandibular Condyle Using 3T-MRI-A Preliminary Trial.,"Due to potentially harmful exposure to X-rays, condylar growth in response to orthodontic treatment ",2026-09-10 20:30:16,deepseek-flash,299bd03c-b667-423a-b1bb-93d21a5ebd86,1.16,unsure,"该研究属于口腔医学（颞下颌关节/正畸）范畴，使用了MATLAB进行3D重建与分割，但摘要中""dedicated software for image segmentation""是否指非牙科专用3D软件尚不明确，无法确定是否符合Concept标准。",无,无,无
31,The all-on-4 concept in the maxilla-A biomechanical analysis involving high performance polymers.,"A finite element analysis was used to determine the loading behavior of a full ""All-on-4"" bridge in ",2026-09-10 20:30:16,deepseek-flash,e4050688-92fd-43e5-874d-1735a262cad3,1.16,unsure,该研究属于口腔种植（All-on-4）领域的有限元生物力学分析，符合口腔医学范畴，但摘要未提及具体使用的软件名称，无法判断是否使用了非牙科专用3D软件（如ANSYS、ABAQUS等），需进入全文复核。,无,无,无
30,Automated dentition segmentation: 3D UNet-based approach with MIScnn framework.,"INTRODUCTION: Advancements in technology have led to the adoption of digital workflows in dentistry,",2026-09-10 20:30:16,deepseek-flash,8cd59a98-55c5-41bf-9a65-1e411bbe7f5b,1.32,include,该研究属于口腔医学（牙科）领域，使用基于3D UNet的CNN模型结合MIScnn（Medical Image Segmentation CNN）框架对CBCT进行牙齿分割，MIScnn为通用医学影像分割框架，属于非牙科专用3D软件，文献类型为原创研究，符合纳入标准。,MIScnn（Medical Image Segmentation CNN framework）——用于训练3D UNet模型并生成CBCT牙齿分割预测,口腔放射学/牙科影像（CBCT牙齿分割）,上颌及下颌牙列的自动化分割，用于诊断、治疗计划和研究
28,Influence of the frameworks of implant-supported prostheses and implant connections on stress distribution.,BACKGROUND: The maintenance of marginal bone integrity around dental implants continues to be a clin,2026-09-10 20:30:16,deepseek-flash,6eeac65c-ee61-4f80-b3cb-7a2440af6462,1.52,unsure,该文献属于口腔种植领域，涉及CAD/CAM框架制作，但摘要未明确说明是否使用了非牙科专用3D软件（如通用CAD软件或医学影像软件），信息不足无法判断。,无,无,无
32,An update on CAD-CAM usage for removable partial denture fabrication: A systematic review.,The accuracy of Computer-Aided Design and Computer-Aided Manufacturing (CAD-CAM) systems in the fabr,2026-09-10 20:30:16,deepseek-flash,d883fbc0-fa6f-4363-9988-05e7ca8dc2ba,1.05,exclude,标题明确标注为系统综述（systematic review），属于非原创研究类型，不符合纳入标准中的文献类型要求。,无,无,无
33,Patient-Specific Implant Customization for Treatment of Internal Orbital Fractures Using Office-Based Three-Dimensional Printing.,OBJECTIVE: Three-dimensional (3D) modeling technology aids the reconstructive surgeon in designing a,2026-09-10 20:30:17,deepseek-flash,ffd1808d-57fc-4810-be17-563db6d93b38,1.51,include,该研究属于口腔颌面外科范畴，明确使用了非牙科专用3D软件iPlan 3.0 Cranial CMF（Brainlab）进行虚拟3D建模，并配合3D打印制作患者个性化植入物，符合纳入标准。,iPlan 3.0 Cranial CMF（Brainlab）——用于创建虚拟3D模型、设计植入物及术后体积测量分析,口腔颌面外科（眶内骨折重建）,患者个性化植入物定制与眶骨体积重建
35,Dental measurement procedure based on 3D analysis and data processing.,This paper introduces a novel methodology for the alignment and comparison of 3D digital models of i,2026-09-10 20:30:17,deepseek-flash,baee9d48-4b87-467d-9ac3-c751271f2f92,1.05,unsure,摘要涉及口腔医学（修复/保存牙科）的3D模型对齐与比较，但未明确说明所使用的3D分析软件是否为非牙科专用软件，仅提及Aidite®牙科扫描仪，无法判断是否使用了非牙科专用3D软件。,无,无,无
34,OpenMandible: An open-source framework for highly realistic numerical modelling of lower mandible physiology.,OBJECTIVE: Computer modeling of lower mandible physiology remains challenging because prescribing re,2026-09-10 20:30:17,deepseek-flash,3ed5c874-a114-430f-b823-0eb81365250e,1.16,include,该文献属于口腔医学（下颌骨）领域，开发了基于CBCT/μCT的开源建模框架，使用C++软件工具生成仿真模型，属于原创研究，符合纳入标准。,OpenMandible（开源C++软件工具，用于生成仿真就绪的下颌骨有限元模型，支持tet4和hex8单元）,口腔颌面外科/口腔解剖生理学（下颌骨生理建模）,下颌骨数值建模与仿真，用于研究牙齿修复、种植体植入、下颌骨骨退化等虚拟治疗或疾病研究
38,Evaluation of misfit and stress distribution in implant-retained prosthesis obtained by different methods.,"This study evaluated the vertical misfit, passivity, and stress distribution after tightening the sc",2026-09-10 20:30:17,deepseek-flash,76376a72-4f8d-4e5c-a01b-a3055676d916,0.99,unsure,"该研究属于口腔种植修复领域，涉及CAD/CAM制作修复体，但摘要仅提及""CAD/CAM系统""，未明确说明是否使用了非牙科专用3D软件（如牙科专用CAD软件则不符合），信息不足无法判断。",无,无,无
40,"Low-Cost, High-Fidelity 3D-Printed Temporomandibular Joint (TMJ) Dislocation Reduction Task Trainer.",Temporomandibular joint (TMJ) dislocation is an emergency that requires prompt reduction to relieve ,2026-09-10 20:30:18,deepseek-flash,7c700e66-56c1-4bed-a776-3e7dbd6a59ba,1.13,unsure,该文献属于口腔颌面外科（颞下颌关节脱位复位训练器）范畴，涉及3D打印与3D计算机辅助设计，但摘要未明确说明所使用的具体3D软件是否为非牙科专用软件，无法据此排除或确认，需全文复核。,无,无,无
36,PowerScope 2 functional appliance: A 3D finite element simulation of its action on the mandible.,PowerScope 2 is a fixed functional appliance for patients with Class II malocclusion and a retrognat,2026-09-10 20:30:18,deepseek-flash,1dfb3e9a-066c-4f80-80b3-51bc87460bbd,1.44,include,该研究属于口腔正畸领域，明确使用了非牙科专用3D软件AutoCAD和Autodesk Inventor进行三维有限元建模与分析，符合纳入标准。,AutoCAD 2010（基于CT图像创建下颌骨及牙齿3D模型）；Autodesk Inventor Professional 2020（有限元分析）,口腔正畸学,评估PowerScope 2功能矫治器矫正II类错𬌗畸形时对下颌骨的作用，通过三维有限元分析模拟下颌骨的应力与位移分布
39,Patient Specific Classification of Dental Root Canal and Crown Shape.,This paper proposes machine learning approaches to support dentistry researchers in the context of i,2026-09-10 20:30:18,deepseek-flash,b5119f57-c7dd-42ae-8d6d-669def3af573,1.25,unsure,该文献属于口腔医学范畴（牙根管与牙冠形态分析），但摘要未明确提及是否使用了非牙科专用3D软件，无法据此排除其可能性，需进入全文复核。,无,无,无
37,Root Canal Segmentation in CBCT Images by 3D U-Net with Global and Local Combination Loss.,Accurate root canal segmentation provides an important assistance for root canal therapy. The existi,2026-09-10 20:30:18,deepseek-flash,44a93f4f-51eb-4d99-abc4-138602662a9f,1.61,unsure,该文献属于口腔医学（牙体牙髓/放射）范畴，涉及CBCT图像中根管分割的3D数据处理，但摘要仅提及深度学习（3D U-Net）方法，未明确说明是否使用了非牙科专用3D软件，信息不足无法判断。,无,无,无
44,Effect of Different Restorative Materials on Stress Distribution around Dental Implants.,The purpose of this study was to evaluate the amount and distribution of stress in the implant-suppo,2026-09-10 20:30:18,deepseek-flash,64f55693-cbfd-4f19-aa7d-6e523c84d396,1.0,unsure,该研究属于口腔种植领域，使用有限元分析进行3D建模，但摘要未明确说明所使用的软件名称，无法判断是否使用了非牙科专用3D软件（如ANSYS、ABAQUS等），需进入全文复核确认。,无,无,无
41,A Unified Deep Learning Framework for Visual Diagnosis of Palatal Radicular Grooves in CBCT Scans: A Multicenter Validation Study.,INTRODUCTION: Palatal radicular grooves (PRGs) posed diagnostic challenges due to their complex root,2026-09-10 20:30:19,deepseek-flash,e84d5350-2dca-474b-a429-393e099fa2f9,1.61,unsure,该文献属于口腔医学（牙体牙髓/颌面影像）范畴，涉及CBCT三维可视化与深度学习，但摘要未明确说明是否使用了非牙科专用3D软件（如3D Slicer、Mimics等），无法据此排除其可能性，需全文复核确认。,无,无,无
45,Evaluation of an AI-based segmentation model for mandibular fracture segmentation on CBCT using volumetric and 2D slice-based validation approaches.,OBJECTIVE: This study aimed to evaluate the diagnostic performance of an artificial intelligence (AI,2026-09-10 20:30:19,deepseek-flash,c4a74245-1c96-4d1a-a5ed-ba3f2fce8b87,1.11,unsure,该文献属于口腔颌面外科领域，涉及3D数据处理（CBCT分割），但摘要仅提及使用nnU-Net v2架构，未明确说明是否使用了非牙科专用3D软件（如3D Slicer、Mimics等），信息不足，无法明确判断。,无,无,无
43,The level of confidence of dentists in identifying intact and sectioned teeth.,OBJECTIVE: This study aimed to assess the confidence levels of dentists in identifying intact and se,2026-09-10 20:30:19,deepseek-flash,352a6557-64da-44e4-8807-4700f05f3b11,1.46,include,该研究属于口腔医学（牙体解剖识别）范畴，摘要明确使用了非牙科专用3D软件ZBrush进行牙齿模型创建与操作，文献类型为原创研究，符合纳入标准。,"ZBrush（Maxon Industries, Inc.）——用于创建和操作3D牙齿模型",口腔解剖学/牙体解剖学（口腔医学教育）,创建3D牙齿模型用于牙医识别完整牙与断牙的信心评估研究
42,AI-driven gingival segmentation on CBCT: Validation using delineation by intraoral scanning and CBCT-based cotton roll separation.,OBJECTIVES: To validate a novel AI approach for automated gingival segmentation directly from cone b,2026-09-10 20:30:19,deepseek-flash,514d4cbc-ded4-40c3-97b5-b6f659a8dffb,1.62,unsure,该文献属于口腔医学范畴（牙龈分割、CBCT），但摘要仅提及使用云平台AI模型（Relu Virtual Patient Creator），未明确说明是否使用了非牙科专用3D软件，信息不足无法判断。,无,无,无
48,Guidelines for Orbital Defect Assessment and Patient-Specific Implant Design: Introducing OA(2) (Orbital Assessment Algorithm).,STUDY DESIGN: This study presents a review of the evolutionary development in reconstructive orbital,2026-09-10 20:30:19,deepseek-flash,e0ad5ab8-cc6c-4bb0-9ef6-7818b62da99d,1.05,exclude,"摘要明确表明该文为对过去30年眶重建手术演变的""comprehensive review""，属于综述类文献，不符合原创研究的纳入标准。",无,无,无
47,Oriented tooth detection: a CBCT image processing method integrated with RoI transformer.,OBJECTIVES: Cone beam computed tomography (CBCT) has revolutionized dental imaging due to its high s,2026-09-10 20:30:19,deepseek-flash,d58f53b5-138d-41ed-9f6c-80c2ec35f508,1.43,unsure,"该文献属于口腔放射学领域，涉及CBCT图像处理与牙齿检测，但摘要未明确说明是否使用了非牙科专用3D软件（如3D Slicer、Mimics等），信息不足，无法判断是否符合""非牙科专用3D软件""这一核心纳入标准。",无,无,无
46,A Comparative study on the Effectiveness of Augmented Reality on Denture Tooth Selection.,"One of the most difficult aspects of providing removable dentures, for both the patient and the dent",2026-09-10 20:30:19,deepseek-flash,45b56b62-9b1f-42ea-8f53-351397549142,1.62,unsure,"该研究属于口腔修复学范畴，涉及3D扫描与增强现实（AR）技术，但摘要未明确说明所使用的3D软件是否为非牙科专用软件（如通用3D建模软件），信息不足，无法明确判断是否符合""非牙科专用3D软件""这一核心纳入标准。",无,无,无
49,Developing an Artificial Intelligence Solution to Autosegment the Edentulous Mandibular Bone for Implant Planning.,OBJECTIVE: Dental implants are considered the optimum solution to replace missing teeth and restore ,2026-09-10 20:30:20,deepseek-flash,214dd3a1-0a30-4179-8dd1-4a5c606852b1,1.36,include,该研究属于口腔种植领域，使用了非牙科专用3D软件ITK-SNAP进行CBCT图像分割，并基于MONAI框架开发AI分割模型，符合纳入标准。,ITK-SNAP（用于手动分割无牙颌牙槽骨）；MONAI框架（用于开发U-Net分割模型）,口腔种植学,种植术前规划中无牙颌牙槽骨的自动分割与识别
50,The Effect of Defect Morphology and Membrane Fixation on 3D Graft Material Displacement During Primary Wound Closure in Horizontal Bone Augmentation-An Ex Vivo Study.,OBJECTIVES: This preclinical study evaluated the influence of two defect morphologies on graft mater,2026-09-10 20:30:20,deepseek-flash,bcf84672-fc80-4385-b1d9-01b842cdb0e4,1.06,unsure,该研究属于口腔种植/骨增量领域，但摘要仅提及CBCT和口内扫描，未明确说明使用了何种3D软件进行数据处理或分析，无法判断是否使用了非牙科专用3D软件。,无,无,无
56,TCFNet: Bidirectional face-bone transformation via a Transformer-based coarse-to-fine point movement network.,"Computer-aided surgical simulation is a critical component of orthognathic surgical planning, where ",2026-09-10 20:30:20,deepseek-flash,8ba83f3d-6869-4329-b51a-078e637815f7,0.71,unsure,该文献属于口腔颌面外科（正颌手术）领域，涉及3D点云的面骨形状变换，但摘要未明确提及所使用的具体软件工具，无法判断是否使用了非牙科专用3D软件，需进入全文复核。,无,无,无
54,Accuracy of Static Computer- Assisted Implant Placement in Posterior Edentulous Areas with Different Levels of Tooth- Support by Novice Clinicians.,"Correct implant placement is necessary for satisfactory implant restoration. Therefore, the use of s",2026-09-10 20:30:20,deepseek-flash,d004bda5-5536-469e-abfd-f902569fc2ed,1.07,unsure,该研究属于口腔种植领域，涉及计算机辅助种植手术（静态导板），但摘要未提及是否使用了非牙科专用3D软件（如用于导板设计或偏差分析的软件），无法明确判断是否符合Concept标准。,无,无,无
53,Scanning Accuracy of 10 Intraoral Scanners for Single-crown and Three-unit Fixed Denture Preparations: An In Vitro Study.,OBJECTIVE: To evaluate the accuracy of 10 intraoral scanners for single-crown and three-unit prepara,2026-09-10 20:30:20,deepseek-flash,73c34b95-b842-4e22-b569-68671242839f,1.21,unsure,"该研究属于口腔修复学范畴，但摘要仅提及""3D image processing software""进行偏差分析，未明确说明所用软件是否为非牙科专用3D软件（如CloudCompare、Geomagic等），信息不足无法判断。",无,无,无
52,Anterior Esthetic Rehabilitation with Computer-Aided Design/Computer-Aided Manufacturing Zirconia: A Case Report.,"In layered zirconia prosthesis, the choice of zirconia composition, framework design, and shade is c",2026-09-10 20:30:20,deepseek-flash,0bd11b1e-25fd-441b-893c-95c0f1de3bca,1.33,unsure,标题和摘要显示为口腔修复（前牙美学修复）的病例报告，属于口腔医学范畴且文献类型符合，但摘要未明确提及使用了何种3D软件，无法判断是否使用了非牙科专用3D软件，故判为unsure。,无,无,无
55,Management of Total Frontal Bone Loss After Surgery for Craniosynostosis: The Modified Visor Bone Flap With Brain Cage.,Complications after craniosynostosis surgery occur in 11% to 36% of cases and may be precipitated by,2026-09-10 20:30:20,deepseek-flash,ddcf05a6-d82a-4e0f-8da1-f4a4d602c8b1,1.04,exclude,该文献主题为颅缝早闭术后额骨缺损的重建，属于颅面外科/神经外科范畴，而非口腔医学（牙科）领域，不符合PCC框架中的Population/Context标准。,无,无,无
51,A comprehensive technique using digital workflow to improve an unpleasant smile: A clinical report.,"By utilising open-source digital software, clinicians can create an integrative digital workflow com",2026-09-10 20:30:20,deepseek-flash,c2095e87-af0e-471f-a066-044c87cdf355,1.78,include,"该文献为临床病例报告，属于口腔修复学范畴，摘要明确提及使用了""advanced 3D sculpting software""（非牙科专用3D软件）进行微笑设计的3D建模，符合纳入标准。",advanced 3D sculpting software（高级3D雕刻软件，用于创建微笑设计的3D模型）；digital shade matching software（数字比色软件，用于获取陶瓷贴面比色配方）,口腔修复学（前牙美学修复）,微笑设计、虚拟仿真、3D建模、树脂模型制作及陶瓷贴面修复
61,DUCU: a conceptual framework for AI-driven conversion of smile design to functional wax-up.,"With the rapid evolution of esthetic digital dentistry, patient-centered tools were developed, such ",2026-09-10 20:30:21,deepseek-flash,c0c140a2-0cb6-4de7-8ab3-502d2c740cbc,0.68,exclude,该文明确为概念性框架/理论阐述（conceptual framework），描述DUCU平台的设计理念与未来研究方向，未报告原创研究、技术说明或病例报告，属于非原创研究类型。,无,无,无
58,Treatment of Progressive Hemifacial Atrophy by Cartilage Graft and Free Adipofascial Flap Combined with Three-Dimensional Planning.,BACKGROUND: Progressive hemifacial atrophy (PHA) is a rare disease characterized by progressive atro,2026-09-10 20:30:21,deepseek-flash,707a6ded-351f-4c10-8dfb-d662fe5ac951,1.1,unsure,该文献属于口腔颌面外科范畴，涉及三维规划与打印，但摘要未明确说明所使用的3D软件是否为非牙科专用软件，信息不足，需全文复核。,无,无,无
